created_at,text
2022-11-02 14:35:32,RT @dielinkeberlin: .@klauslederer zum #Nachtragshaushalt: »Wir werden niemanden hängen lassen. Berlin ist nicht nur die Stadt der Freiheit…
2022-11-02 08:41:52,"Ein großes Dankeschön und Toi, toi, toi an Tim Sandweg und das Team von Schaubude und Festival!
Hier geht es zum Pr… https://t.co/HWtORRqVip"
2022-11-02 08:41:50,Viele dieser Themen werden in den kommenden Tagen in den verschiedenen Formaten und Aufführungen künstlerisch verha… https://t.co/kpRf5TDZpb
2022-11-02 08:41:48,"Für künstlerische Schaffensprozesse typisch, hat die Verunsicherung nun auch in der mitteleuropäischen Gesellschaft… https://t.co/59fcTcBDro"
2022-11-02 08:41:46,Das Festival “Theater der Dinge” für Figuren- und Objekttheater wird alljährlich von der Schaubude Berlin in der… https://t.co/8N6no6DV3K
2022-11-01 18:59:44,"dringende Empfehlung, die mit den Preisen verbundenen Ausstellungen der Künstlerinnen “Ruth Wolf-Rehfeldt - Wie ein… https://t.co/beTavSgJ4f"
2022-11-01 18:59:31,Herzlichen Glückwunsch an Ruth Wolf-Rehfeldt zur Zuerkennung des Hannah-Höch-Preises des Landes Berlin 2022 für ihr… https://t.co/RnfRlpdCzc
2022-11-01 15:56:38,RT @LinksfraktionB: Dafür haben wir uns lange eingesetzt: Das #Sozialticket wird in Berlin ab Januar 2023 nur noch 9 Euro kosten! Erstmal b…
2022-11-01 15:56:24,"Ich freue mich schon auf die Eröffnung unseres Archäologischen Hauses am Petriplatz, das mit Sicherheit ein spannen… https://t.co/ZSFTH2jL3u"
2022-11-01 15:56:22,"In einem 7x3 m großen Holzbauwerk, errichtet um 1400, konnten 48 m³ Füllung entnommen, große Mengen typischen Haush… https://t.co/w6Uz9GvAL8"
2022-11-01 15:56:20,"Die Hälfte der Grabung von 20.000 qm an der Wiege Berlins, am Molkenmarkt, sind geschafft! Heute konnte ich mit Lan… https://t.co/AOjp0RYaKZ"
2022-10-31 09:46:26,Zum Start in die Woche wurde ich mit dieser kleinen Weisheit begrüßt. 🚩☀️😃 https://t.co/06BCCk20T7
2022-10-30 10:09:43,herzliche Glückwünsche zu übermitteln. Und großartige Künstler*innen gestalteten einen kurzweiligen Gala-Abend. Auf… https://t.co/UKYai5TVeO
2022-10-30 10:09:34,"Renaissance steht dran, Art déco ist das Gebäude und drinnen ist Vielfalt, von Renaissance bis Zeitgenössisches. Ge… https://t.co/Z5UsrXAe04"
2022-10-29 07:19:50,"Das zentrale Thema wird sein, dass niemand in der Stadt zurückgelassen wird. 

Im Interview mit @ndaktuell u.a. übe… https://t.co/BKx0FAUEZv"
2022-10-28 13:12:35,"Bei der Hilfe für verfolgte Schriftsteller*innen arbeiten wir längst zusammen, aber heute habe ich mit @SophSumbu &amp;… https://t.co/uw9IsUEkQ5"
2022-10-27 19:41:23,"Bei der berührenden Ausstellungseröffnung heute traf ich viele liebe Bekannte, unter anderem @F_Brychcy und ich fre… https://t.co/GlEsUjhldP"
2022-10-27 19:27:58,Das @dznsza in der @pressetopo beleuchtet seit heute mit der dreisprachigen Ausstellung “Vergessen und vorbei? Das… https://t.co/nr3JiMlUEx
2022-10-27 19:27:49,eine würdige Erinnerung zu verschaffen. Unter dem Strich erfolgreich - und Denkmalbehörden und Institutionen der Er… https://t.co/3ZYPXpWv9h
2022-10-27 19:27:39,"In Lichterfelde-Süd haben sich die Initiative KZ-Außenlager Lichterfelde e.V., das Aktionsbündnis Lichterfelde Süd… https://t.co/YSo5gEV1uz"
2022-10-27 08:27:19,“Denkmal Nachkriegsmoderne - wie gut ist Berlin aufgestellt?” Das war ein anregendes &amp; motivierendes Abschlussplenu… https://t.co/HLxVacZ1Kf
2022-10-26 16:13:47,"Und ich bin froh über die Bekanntschaft dieser wunderbaren Menschen! Sie haben gezeigt, dass Haltung und Einsatz ke… https://t.co/G3mRPsTKlV"
2022-10-26 16:13:44,"Heute wurde der 10. Geburtstag des Fördervereins gefeiert! Ich bin glücklich, dass ich zur Festrede zum Geburtstags… https://t.co/pyU7wQqHNS"
2022-10-26 16:13:42,"Ich habe damals gemeinsam mit @ElkeBreitenbach und @wenkexin Zeit dort vollbracht, um die engagierten Besetzer*inne… https://t.co/5YKjiLNHcr"
2022-10-26 16:13:40,112 Tage hatten Senior*innen um die leider inzwischen verstorbene Doris Syrbe im Jahr 2012 „ihre“ Seniorenbegegnung… https://t.co/Ht9UX64bSc
2022-10-26 11:59:48,".@katjakipping, #LenaKreck und ich arbeiten jeden Tag daran, die Folgen der multiplen Krise für die Menschen, die d… https://t.co/TZtlPBSaoy"
2022-10-26 11:57:27,"RT @katjakipping: Freue mich sehr, dass gestern im Senat die Vorschläge, wie #NetzwerkderWärme materiell unterfüttert wird und wie #Härtefa…"
2022-10-25 21:24:22,"Vielen Dank für die Unterstützung an die @AdK_Berlin, die @rosaluxstiftung und die @HellePanke - Rosa-Luxemburg-Sti… https://t.co/idxTP3Xups"
2022-10-25 21:24:22,"Was für ein schöner Abend mit vielen Menschen im Saal, denen das baukulturelle Erbe Berlins am Herzen liegt und die… https://t.co/CiBuSjVOVC"
2022-10-25 21:24:20,"unserem Berliner Antrag für die Tentativliste zum UNESCO-Weltkulturerbe.

Das Kino International, 1963 eröffnet, en… https://t.co/OshCLzAIJr"
2022-10-25 21:24:18,OST - WEST - OST: Karl-Marx-Allee und Interbau 1957. Architektur und Städtebau der Berliner Nachkriegsmoderne. Unte… https://t.co/udyYcnZz0E
2022-10-25 08:21:59,Kann das Beschmieren und Beschädigen von Kunstwerken das Verständnis für die Dringlichkeit des Handelns gegen die K… https://t.co/ymtrfQQtn5
2022-10-24 21:38:23,"Danke, Zilli, für deine Kraft und deine Stimme. 5/5

#akeDikhea #neverforget #niewieder https://t.co/slaDjJvPav"
2022-10-24 21:38:22,"Zilli war eine unglaublich warmherzige, beeindruckende Frau, die zu kennen eine Freude war. Ihre Stärke sollte uns… https://t.co/J6HbcymTNJ"
2022-10-24 21:38:21,"Ich bin dankbar für dieses Engagement bei der Erinnerung, das uns die Schicksale dieser Menschen auf berührende Wei… https://t.co/2T2IHTimKo"
2022-10-24 21:38:18,Wir sahen 9 beeindruckende filmische Erzählungen von Biografien von den Nazis verfolgter oder ermordeter Sinti und… https://t.co/WPO0IKbH3B
2022-10-24 21:38:16,“Menschen können zweimal sterben.” Bereits zum 6. Mal durfte ich heute als Schirmherr dabei sein bei der Eröffnung… https://t.co/N7yceGSD8b
2022-10-22 16:44:27,"Freiheit ist nicht westlich, nicht östlich, sondern universell. In Solidarität mit den emanzipatorischen Protesten… https://t.co/R5Q7aGz5Km"
2022-10-22 13:38:03,RT @UlrichSchneider: Auf den Punkt! #solidarischerHerbst
2022-10-22 12:43:49,"Damit wir durch die aktuellen Krisen kommen, müssen Menschen mit kleinen &amp; mittleren Einkommen viel stärker entlast… https://t.co/gNZ8TkNv9r"
2022-10-22 12:43:47,"#SolidarischerHerbst: 
Tausende heute auf der Straße in Berlin und anderen Städten - solidarisch an der Seite der U… https://t.co/fMIHqBeVJ7"
2022-10-22 12:24:19,RT @dielinkeberlin: Wow. Tausende Menschen bei der Großdemonstration #solidarischerherbst. Darunter über 500 Mitglieder und Freund*innen vo…
2022-10-22 10:31:30,"#SolidarischerHerbst - Kundgebung und Demo in #Berlin geht jetzt los am Invalidenpark! ☺️🚩✊
@UlrichSchneider… https://t.co/XNQ1TsAFZJ"
2022-10-21 21:48:30,"und innovative, neue Ideen. Dafür ein dickes Dankeschön und einen herzlichen Glückwunsch an die ganzen Engagierten… https://t.co/6tEqw9ddxQ"
2022-10-21 21:48:28,"Berlin ist ein Ort der freien performativen und darstellenden Künste, auf den vielerorts geschaut wird. Das hat auc… https://t.co/yTrTXYgEsj"
2022-10-21 21:48:26,"Zwei auf eins: 10 Jahre Branchentreff der freien darstellenden Künste - Performing Arts Programm des #LAFT #Berlin,… https://t.co/6IPz7BCBz4"
2022-10-21 11:14:46,Morgen! ☺️ https://t.co/1AzJ01bRap
2022-10-19 20:52:08,RT @dielinkeberlin: . @Katina_Schubert @klauslederer @SeeroiberJenny @schatzbln begrüßen das: „Damit würde ein wichtiges Ziel der rot-grün-…
2022-10-19 20:51:47,"RT @LinksfraktionB: Samstag auf die Straße für soziale Sicherheit, Entlastungen für Menschen mit wenig Geld und eine schnellere Energiewend…"
2022-10-19 08:43:26,"Wir sehen uns am Sonnabend!? Das Bündnis #SolidarischerHerbst ruft auf zu mehreren Demonstrationen hierzulande, dar… https://t.co/9aDR9rqEjv"
2022-10-19 07:55:19,RT @TeamPetraPau: Heute auf dem Alice-Salomon-Platz in #Hellersdorf #mahe mit @klauslederer #wirsindlaut #Energiekosten #Solidarisch wir si…
2022-10-19 07:54:14,RT @regina_kittler: Wir waren heute in Hellersdorf auf der Straße und haben für einen #solidarischenHerbst geworben! Lasst uns am kommenden…
2022-10-17 18:36:05,"Margritte, Miró, Dali, Delvaux, Pollock bis Rothko, Kahlo und Riviera - als Kern der Sammlung, die nach dem Wunsch… https://t.co/o9hq0aKrfz"
2022-10-17 18:36:04,"Die Sammlung #Pietzsch mit 150 bedeutenden Gemälden, Zeichnungen und Skulpturen hat das Sammlerehepaar Ulla und Hei… https://t.co/YkHno0YcHa"
2022-10-17 16:05:28,"Für den Workshop am 4. November gibt es noch freie Plätze. Mehr Infos unter 
 https://t.co/JJ5Vw7uBEe"
2022-10-17 16:05:27,"Heute habe ich mich mit @yosapeit  und dem Team von @acudmachtneu über das großartige Projekt ""Error Music"" für Mäd… https://t.co/QStwr6k58Y"
2022-10-16 08:05:22,RT @k_ronneburg: Beim Graffiti-Jam in #Hellersdorf noch ein bisschen Werbung für die Kundgebung der @DIE_LINKE_MaHe am Dienstag mit @klausl…
2022-10-15 12:11:38,"RT @LinkePankow: Unser Kultursenator @klauslederer:
Wir sehen im Bund - die @fdp ist ein Riesenproblem. Wir dürfen nicht zulassen, dass sie…"
2022-10-15 12:08:56,"RT @katjakipping: „49 Euro pro Monat im Abo sind für Menschen mit besonders kleinen Renten, kleinen Einkommen und in Sozialleistungen schwe…"
2022-10-15 08:43:46,"Der Sonnabend gehört (auch) der Partei. Nämlich meinem Bezirksverband @LinkePankow. Hauptversammlung, und quasi pot… https://t.co/M7MA8Frgvl"
2022-10-15 08:38:06,"RT @AlexJahns: Sozialsenatorin @katjakipping auf der Hauptversammlung von @LinkePankow: ""Die Berliner Linke kann wieder zulegen, mit @klaus…"
2022-10-14 21:15:31,RT @brunnersandra1: Mit @katjakipping und @ElkeBreitenbach zu Besuch beim Tag der offenen Tür bei @HousingFirstB. Ein Projekt mit Strahlwir…
2022-10-14 10:55:58,"RT @SenIAS_Berlin: Sozialsenatorin @katjakipping und Justizsenatorin Dr. Lena Kreck bitten die Berliner Gerichte, Zwangsräumungen auszusetz…"
2022-10-14 07:59:30,"RT @katjakipping: Und falls es zu einer Wiederholungswahl kommen sollte, hat @dielinkeberlin mit @klauslederer einen tollen Spitzenkandidat…"
2022-10-13 19:23:32,Dabei haben wir doch noch gar nicht richtig angefangen… 😉🎈😘 #LINKE #Berlin @dielinkeberlin https://t.co/EsMl4Ow3LG
2022-10-13 18:10:39,"Stadt zu sehen, mit Seiten aus den Originalmanuskripten seiner bedeutendsten, in Berlin entstandenen Werke. Ein Bes… https://t.co/zxe7ebK4xR"
2022-10-13 18:10:35,"Oktober 1918 bis zum Mai 1921 in #Berlin. Seine Vorstellung eines sozialistischen Europas verwirklichte sich nicht,… https://t.co/TgMt9oMOWy"
2022-10-13 18:10:31,Absolute Besuchsempfehlung für die Ausstellung “BOEM! Paul van Ostaijen in Berlin” im Ephraim-Palais des… https://t.co/IOsx3yizfD
2022-10-13 15:34:19,zu den mehr als 2.800 Ermordeten &amp; Informationen zur Geschichte der Gedenkstätte selbst. All das in beispielgebende… https://t.co/uZg6pZV4UU
2022-10-13 15:34:17,Heute haben wir in der Gedenkstätte Deutscher Widerstand dessen gedacht und die digitale Erinnerung anhand dreier n… https://t.co/J1EjtlJxgW
2022-10-13 15:34:15,"Vor 70 Jahren, im September 1952, wurde die Gedenkstätte #Plötzensee, an der Stätte der Hinrichtung unzähliger Opfe… https://t.co/GfV8oKVMuQ"
2022-10-12 08:34:09,"RT @SenKultEu: Die freien Berliner Kulturschaffenden brauchen Räume.  Wie diese bestehenden und künftigen Räume aussehen, soll sich nach de…"
2022-10-11 21:06:48,"Es ist immer wieder ein Ereignis, das mich sehr berührt. Und das Team der Stiftung ist einfach klasse! 4/4"
2022-10-11 21:06:47,Das andere prämierte Projekt in diesem Jahr war die Förderung des Holocaust-Gedenkens auf TikTok. Beides zeigt exem… https://t.co/EyTu97umfx
2022-10-11 21:06:43,"Das Deutsch-Israelisches Zukunftsforum (DIZF) verleiht diesen Preis jährlich an Projekte von jungen Menschen, die s… https://t.co/JnJJgoo9Ep"
2022-10-11 21:06:39,"Heute Abend hatte ich wieder einmal die große Ehre, für das Land Berlin ein Grußwort bei der Verleihung des Shimon-… https://t.co/iRH9uDmeEQ"
2022-10-11 20:59:17,"RT @DIE_LINKE_MaHe: Wir setzen unsere Tour in #MaHe zum ""Heißen Herbst"" fort. Am 18.10. dürfen wir @klauslederer ab 17 Uhr auf unserer Kund…"
2022-10-11 20:58:23,RT @SenIAS_Berlin: #HousingFirst gehört nun zum festen Inventar beim Kampf gegen Wohnungslosigkeit. Dafür gibt‘s doppelt soviel Geld &amp; es w…
2022-10-09 20:19:49,"Im @gorkitheater Premiere der Inszenierung von Oliver Frljić: Bertolt Brechts “Mutter Courage und ihre Kinder”, und… https://t.co/uyQmGUcgVe"
2022-10-09 13:46:10,"RT @LinksfraktionB: .@k_ronneburg fragt Senat zur Preissenkung beim Sozialticket; @SenUMVKBerlin bestätigt, dass Absenkung von Januar - Mär…"
2022-10-08 20:41:10,"Ich bin  froh, dass wir sie heute gemeinsam mit Beate und Serge Klarsfeld, dem französischen Botschafter, Herrn Del… https://t.co/5Zzd6Zs20c"
2022-10-08 20:41:08,“Beate und Serge Klarsfeld. Der Kampf gegen das Vergessen.” Diese Ausstellung des Mémorial de la Shoah ist von heut… https://t.co/j6jDgyyPYr
2022-10-08 14:59:16,Berlin bleibt bunt. 🎈🌈 https://t.co/kw4iRzjskq
2022-10-07 14:07:11,"Sie ruft Berlinerinnen und Berliner sowie Berlins Unternehmen dazu auf, für die Menschen in der Ukraine zu spenden,… https://t.co/4MlBZVTdxe"
2022-10-07 14:07:10,"Wir Berlinerinnen und Berliner stehen zusammen mit den Menschen in der Ukraine, gegen Putins schändlichen Krieg, fü… https://t.co/Oe5ysz4CAa"
2022-10-07 09:41:56,"Ich bin sehr berührt, dass die Familie Greenwald, Nachfahren von Berta Blau, aus den USA gekommen sind und zu uns g… https://t.co/NKoEBAGZpT"
2022-10-07 09:41:53,"Stolpersteine sind Steine des Anstoßes, Ausdruck der so wichtigen Gedenkkultur “von unten”, ohne die es so viel Wis… https://t.co/9RINURKQld"
2022-10-07 09:41:50,"Stolpersteine in Erinnerung an Bertha Blau, Marie Blau, Betty Lewinski, Frieda Behrendsohn, Albert Buchsbaum, Emili… https://t.co/3pGmUvwGo7"
2022-10-07 09:37:29,"RT @Holger_Michel: Soeben haben wir die Spendenkampagne Berlin.Zug.Ukraine präsentiert. 
Was und wo ihr ab sofort spenden könnt? 👇👇👇
Berlin…"
2022-10-06 16:51:01,Die @berlinerzeitung hat mein Nachwort für den tollen Band „#BreakingFree - Die wunderbare Welt des LGBTQ-Musicals“… https://t.co/9PI8st7Qb6
2022-10-05 17:33:46,Die feministischen &amp; emanzipatorischen Proteste im Iran halten weiterhin an. Frauen und queere Menschen demonstrier… https://t.co/Ggfs2pGPRi
2022-10-05 12:46:04,"Noch vor drei Tagen sprachen wir miteinander. Ich bin sehr traurig, dass #WolfgangKohlhaase, der Träger des Berline… https://t.co/bxA7ncPYUy"
2022-10-05 06:08:40,RT @kulturBdigital: Gute Nachrichten: @SenKultEU hat das Förderprogramm zur digitalen Entwicklung für 2023 ausgeschrieben. Anträge können b…
2022-10-03 16:45:39,"Berliner Clubkultur“: Wir haben COVID geschafft, wir sind diverser und interdisziplinärer geworden - und wir schaff… https://t.co/7xvxEEzxH8"
2022-10-03 16:45:36,"Im SchwuZ zum diesjährigen Tag der Clubkultur das Panel mit dem Kuratorium, das die 40 Preise vergeben hat (Christi… https://t.co/P6MF048dOk"
2022-10-03 15:10:53,"Einer der diesjährigen Preisträger des Tag der Clubkultur, und zwar zum dritten Mal, ist @RefugeWorldwide. Ein wund… https://t.co/aVQlmBJSzf"
2022-10-03 12:18:47,"in #Berlin zu organisieren hinbekommen haben. Clubs sind sehr viel mehr als Rave…

#clubbing #clubcommission… https://t.co/xWaW0D99nL"
2022-10-03 12:18:46,"Der Tag der Clubkultur ist 2022 eigentlich eine Woche der Clubkultur. In der Pandemie erfunden, geht er in die drit… https://t.co/JiMUvQBeZI"
2022-10-01 15:59:04,"Mistwetter? ☔️🌧 
Macht gar nichts, denn morgen ist wieder #Museumssonntag in #Berlin:
Jeden ersten Sonntag im Monat… https://t.co/EHMwJzdqdz"
2022-10-01 11:14:05,"Sharon Dodua Otoo, Lela Lähnemann, Jutta Seidel und Barrie Kosky hervorheben. Herzliche Glückwünsche und großen Dan… https://t.co/bWUesMlOHN"
2022-10-01 11:14:03,Am jährlichen Verfassungstag verleiht der Senat den Verdienstorden des Landes Berlin an engagierte Berliner*innen.… https://t.co/3zyfjc0PEN
2022-09-30 21:48:00,"Künstler*innen, die sich daran beteiligt und, wenn auch nachvollziehbar kontrovers, auf diesen Weg eingelassen habe… https://t.co/O0S3XCmL0z"
2022-09-30 21:48:00,"historischen zu bewahren, andererseits seine Geschichte zu erzählen, mit Bezug zu heute. Das war ein Coup! 
 
Danke… https://t.co/uzpfRM5kvj"
2022-09-30 21:47:57,"Freiheit tatsächlich spürbar gab, und die eigene Bude bezahlbar war. Aber auch Grenzregime, Mauer, Stacheldraht, de… https://t.co/sl9Na0xEic"
2022-09-30 21:47:55,"Die East-Side-Gallery ist einer der ambivalentesten Orte Berlins für mich. 

Da war mal die Welt zu Ende, dann plöt… https://t.co/FewxDdGBjZ"
2022-09-30 13:09:21,"„Egal, wann das Gericht entscheidet: Wir sind es den Berlinerinnen und Berlinern schuldig, jeden Tag, den wir im Am… https://t.co/KigfR9d2RH"
2022-09-30 12:48:33,"Wunderbar, dass ich ihn erstmals nicht nur von außen erleben durfte.

Zum Programm der #TriennaleDerModerne:

https://t.co/gbtecHsTCY"
2022-09-30 12:48:32,"gesellschaftliche, gesundheitliche und ökologische Fragen der Gegenwart genutzt werden?

Heute war der Auftakt im G… https://t.co/7Coxn2mWj2"
2022-09-30 12:48:25,"„Wohnen.Arbeiten.Leben“ ist das Motto der @TdModerne 2022 in den Bauhausstädten Berlin, Dessau und Weimar im Oktobe… https://t.co/d1Am7PJjrM"
2022-09-30 11:33:29,"dickes Dankeschön an alle, die mithelfen, dass er schnell benutzbar ist. Ostern werden wir darin schon Eier suchen… https://t.co/XzS4x3jUv9"
2022-09-30 11:33:26,"#Bibliotheken sind Kommunikations- und Begegnungsräume, „#dritteOrte“, wie es so schön heißt. Heute haben wir… https://t.co/BzdMHvE8UD"
2022-09-29 15:04:15,"Die Frauenhausbewegung hat wesentlich dazu beigetragen, dass die Ausmaße des Geschehens sichtbar geworden sind. Die… https://t.co/W1HC4lmBM9"
2022-09-29 15:04:13,Die von der #Frauenhausbewegung angestoßenen Debatten haben juristisch viel bewegt. Trotzdem erleben immer noch 40… https://t.co/6T2WxAIOhh
2022-09-29 15:04:13,"Heute gibt es ca. 400 Frauenhäuser in Deutschland, die Frauen Schutz vor häuslicher Gewalt gewähren. Das erste ents… https://t.co/8I1b7ab5bN"
2022-09-29 15:04:12,Mit einer #Gedenktafel erinnern wir seit heute an die Gründung des Ersten Frauenhauses in Deutschland 1976 &amp; würdig… https://t.co/QmD6CVkBFA
2022-09-29 12:57:19,"Warum das grober Unfug ist, schreiben @jsuedekum und @michael_huether im @handelsblatt.
 Und die Länder stellt das… https://t.co/TtaOzG7CSL"
2022-09-29 07:48:00,"Zu wenig den Kopf frei, um die Schönheit des #BauhausDessau wirklich intensiv zu empfinden, aber das lässt sich ja… https://t.co/bIuJmHxkYs"
2022-09-29 07:47:59,"Und wenn es tatsächlich zu Wiederholungswahlen kommen sollte: das wird unser Thema sein.
Die #sozialeFrage in Zeite… https://t.co/9KlTv1QDKf"
2022-09-29 07:47:58,"Da scheint nun endlich einiges in Bewegung zu kommen, was wir als @dielinkeberlin gemeinsam mit unseren Genoss*inne… https://t.co/Ddnn36SSpN"
2022-09-29 07:47:58,"Der Fortgang des Bürgerdialogs zur #Zukunft der #EuropäischeUnion, Erweiterungsdiskussionen (nicht nur) mit Blick a… https://t.co/HTvkbDaTg2"
2022-09-29 07:47:57,Gestern (und heute geht es weiter) in #Dessau bei der #Europaministerkonferenz habe ich nicht nur die Informationen… https://t.co/ANLhEFz1bO
2022-09-29 07:34:26,"RT @linksrheinisch: So geht #links. Danke ⁦@bodoramelow⁩, ⁦@klauslederer⁩, ⁦@KristinaVogt_HB⁩ 👇🚩 https://t.co/Un8cx6518f"
2022-09-28 08:26:08,"RT @dielinkeberlin: .@klauslederer "" Unser Anspruch ist es, #niemandenzurückzulassen. Das gelingt aber nur, wenn auch der Bund weitere Anst…"
2022-09-28 07:37:54,"Weil #Energiesicherheit für alle Menschen und #Klimaschutz einander nicht ausschließen dürfen:
Mit… https://t.co/1jBY1bHRmK"
2022-09-25 19:12:53,"„Warum reden, sich erheben: Gemeinsame #Poesie“ hieß es heute im #HausFürPoesie - zum herzlichen Willkommen für… https://t.co/aHPpyoh3mm"
2022-09-25 16:12:29,Das jüdische Neujahrsfest #RoschHaschana beginnt heute Abend - und mit ihm morgen das jüdische Jahr 5783. Friedlich… https://t.co/Aj1z8Iv0jr
2022-09-24 18:21:30,„@dielinkeberlin fordert von der Bundesregierung mehr Tempo bei der #Entlastung der Menschen von den stark gestiege… https://t.co/jiQkXo4pSO
2022-09-24 10:57:26,"Und darum zu kämpfen ist unsere linke Aufgabe: Dass diejenigen die Lasten schultern, die es können, ohne dass wir d… https://t.co/Wd6nRMIG9r"
2022-09-24 10:57:24,"…und deswegen ist mein Engagement für #KulturFürAlle, für einen kostenfreien #Museumssonntag jeden Monat auch ein K… https://t.co/8yZQeBjXxX"
2022-09-24 10:57:21,"Ein Beispiel dafür, was wir hier in #Berlin tun können, aus meinem Ressort: Kulturpolitik und #Kultur, eine freie K… https://t.co/JHAV10fj8S"
2022-09-24 10:57:19,Voraussetzung für #Frieden ist ein Rückzug der russ. Truppen &amp; die Wiederherstellung der territorialen Integrität &amp;… https://t.co/jcOmsfD5Ul
2022-09-24 10:11:43,"RT @Tobias_Schulze: .@klauslederer: ""Wer wie die 🚦im kommenden Jahr die schwarze Null erreichen will, ist für eine vorausschauende Krisen-P…"
2022-09-24 10:11:29,RT @dielinkeberlin: Unser Senator für Kultur und Europa @klauslederer redet über die drängenden Themen der Zeit und wie wir als LINKE die A…
2022-09-23 19:40:11,"Eröffnung des #KätzeKollwitzMuseum  im Theaterbau des Schloss Charlottenburg: Mit den neuen, barrierefreien und grö… https://t.co/ILif3kPDpC"
2022-09-23 14:33:12,"Bei der #CodingdaVinci-Abschlusskonferenz war heute erneut zu erleben, wie digitale Entwicklung &amp; breite Teilhabe a… https://t.co/xxM6BCc1Eh"
2022-09-21 15:40:38,"Bei der @kulturBdigital-Jahreskonferenz “#LevelUpKultur!”, organisiert von der @TSBBerlin im Auftrag der @SenKultEu… https://t.co/l1xCEC7T2C"
2022-09-21 15:39:00,"RT @kulturBdigital: Wissenstransfer, Gewinnung von qualifizierten Mitarbeiter:innen &amp; Finanzierung im Kulturbetrieb - darüber diskutieren K…"
2022-09-20 13:53:47,"um den Mut zu unterstützen, um weiterzumachen…

@RHG_eV Stiftung Denkmal für die ermordeten Juden Europas Europejsk… https://t.co/SUIUt30PvL"
2022-09-20 13:53:47,ein seinerzeit auch für mich erschütterndes Ereignis - Stadtpräsident war. Sein Tod war nicht zuletzt eine Folge er… https://t.co/atefhRncFe
2022-09-20 13:53:46,genommen hat. Die polnisch-deutschen Beziehungen waren dabei genauso Thema wie die Erinnerungskultur und die aktuel… https://t.co/zcd8ZeUZlA
2022-09-20 13:53:44,"Gdańsk ist eine weltoffene Stadt, die sich den Menschenrechten und der Gleichheit aller, auch der Verteidigung von… https://t.co/YhbTBPvYxF"
2022-09-19 22:05:45,"Danke für die anderen Perspektiven, danke für den solidarischen Austausch! 😉🎈👍🏽 https://t.co/QduvngBruw"
2022-09-19 22:05:42,"anders denken als die derzeit herrschende Politik. Von der Architektur des Baus mal ganz abgesehen, die mich sehr b… https://t.co/70PnNvtCrN"
2022-09-19 22:05:40,"Es ist wirklich beeindruckend, wie das Team des Europejskie Centrum Solidarności in #Gdansk die Geschichte der frie… https://t.co/5AMsdPxKHU"
2022-09-19 13:18:28,"Da aber der Unterhalt unserer Parks teurer und aufwendiger wird, müssen alle Partner*innen ihren Beitrag leisten. W… https://t.co/wgmQ9J5ddf"
2022-09-19 13:18:27,"Dass wir die Eintrittsfreiheit im Park #Sanssouci – und damit den Zugang für alle – sichern, ist für mich eine Selbstverständlichkeit. 1/2"
2022-09-17 11:33:58,"RT @schirdewan: Die serbische Regierung scheint nun doch einzulenken, sodass die zuvor von der Polizei verbotene @EuroPride @belgradepride…"
2022-09-16 13:09:25,RT @clara_herrmann: Ein spannender und anregender Austausch mit @klauslederer und den Kolleg*innen Bezirksbürgermeister*innen zu Europa #be…
2022-09-14 21:47:56,"die Neue Nationalgalerie, for Contemporary Art und SAVVY Contemporary besucht, um an den Uferhallen Berlin Wedding… https://t.co/N9vYfbL42I"
2022-09-14 21:47:51,"Die @BerlinArtWeek beginnt heute und endet am 18. September. Ein wirklich tolles Fest der Künste in #Berlin, geförd… https://t.co/kC7J9ouAm7"
2022-09-14 15:31:18,"RT @kulturBdigital: Neue Arten des Arbeitens: Welche Räume helfen beim Ausprobieren, Andersdenken oder Umsetzen? Diskussion mit Kirsten See…"
2022-09-13 15:14:12,„Schreibe nichts Triviales“ hat mit Werken von „Jakob der Lügner“ bis „Liebling Kreuzberg“ seine Spuren hinterlasse… https://t.co/6BOoqFeYEK
2022-09-13 15:14:12,"Dem Drehbuchautor und Schriftsteller Jurek Becker, Grenzgänger in vielen Belangen, widmet Berlin seit heute in der… https://t.co/72nD4RIF0k"
2022-09-12 19:51:18,@Eva0112 @StefGeb @LinksfraktionSt Gern und danke für die Einladung! 😉
2022-09-12 19:51:05,"RT @Eva0112: Guter und wichtiger Austausch mit der #Clubszene + #Kulturszene von #SachsenAnhalt.
Die Auswirkungen von #Inflation und #Energ…"
2022-09-12 19:50:51,"Danke, liebe @LinksfraktionSt, dass ihr die Situation der #Clubkultur auch abseits der Metropolen im Blick &amp; zu die… https://t.co/l0tL4bs4KD"
2022-09-12 17:24:22,RT @SenKultEu: From Berlin With Love ❤️ Das @Staatsballett_B tanzt wieder auf der Spree! Die Schiffstour führt durch viele Berliner Bezirke…
2022-09-12 17:24:05,"Heute @Staatsballett_B auf der Spree. Grandioses Ereignis, mit regelrechten Wanderungen des Publikums. Auf schwanke… https://t.co/O7AIDAUSCo"
2022-09-12 11:23:03,RT @SenKultEu: Ab sofort können sich Künstler*innen und Musiker*innen  für ein Auslands-#Stipendium bei uns bewerben. Hierfür stellen die a…
2022-09-11 08:12:08,RT @SenKultEu: Handwerkstechniken erhalten das baukulturelle Erbe – ihre Weitergabe ist essentiell. Staatssekretär Gerry Woop begrüßte soeb…
2022-09-11 08:11:14,"Eröffnung der 35. Jüdischen Kulturtage in der Synagoge Rykestraße mit dem Botschafter des Staates Israel,… https://t.co/kQ7kTzQ0nr"
